chrom	hg19_start	hg19_end	name	disease_trait	disease_class	internally_replicated	independently_replicated	In_DHS	fetal_origin	-LOG(P)	sample_size
chr1	118883972	118883973	rs12735613	Height	Quantitative_traits	Y	N	Y	Y	10.3979	13665
chr1	119503842	119503843	rs984222	Waist-hip_ratio	Quantitative_traits	Y	N	Y	Y	24.0458	77167
chr1	120517958	120517959	rs10923931	Type_2_diabetes	Diabetes	Y	N	Y	N	7.39794	10128
chr1	121200489	121200490	rs6600671	Hip_geometry	Quantitative_traits	N	N	Y	Y	6.22185	1141
chr1	121280612	121280613	rs11249433	Breast_cancer	Cancer	Y	N	Y	N	9.1549	2287
chr1	145723644	145723645	rs1967017	Serum_urate	Serum_metabolites	Y	N	Y	Y	7.39794	28283
chr1	145725688	145725689	rs12129861	Serum_urate	Serum_metabolites	N	N	N	NA	8.52288	28141
chr1	146508933	146508934	rs12122100	HIV_progression	Viral_disease	N	N	N	NA	6	2362
chr1	146560563	146560564	rs11239930	HIV_progression	Viral_disease	N	N	N	NA	5.69897	755
chr1	146854835	146854836	rs4950322	Hemoglobin	Hematological_parameters	N	N	N	NA	6.1549	1200
chr1	146854835	146854836	rs4950322	Resistin	Quantitative_traits	N	N	N	NA	6.69897	1200
chr1	149892871	149892872	rs11205277	Height	Quantitative_traits	Y	N	N	NA	10	30968
chr1	150860470	150860471	rs7412746	Melanoma	Cancer	Y	N	N	NA	10.0458	6555
chr1	150951476	150951477	rs267734	Creatinine	Serum_metabolites	Y	N	Y	Y	12	67093
chr1	150961868	150961869	rs1722784	Melanoma	Cancer	Y	N	N	NA	5.69897	2830
chr1	151895092	151895093	rs10788819	Hair_morphology	Quantitative_traits	N	N	Y	Y	7.69897	20985
chr1	152037514	152037515	rs3124314	Hair_morphology	Quantitative_traits	N	N	N	NA	5.39794	20985
chr1	152062766	152062767	rs17646946	Hair_curl	Quantitative_traits	N	N	Y	Y	41.699	9126
chr1	152300816	152300817	rs3126085	Atopic_dermatitis	Miscellaneous	Y	N	Y	Y	11.2218	2374
chr1	152316589	152316590	rs3120665	Novelty_seeking	Neurological_behavioral	N	N	N	NA	5.39794	7684
chr1	152454590	152454591	rs908922	Hair_morphology	Quantitative_traits	N	N	Y	Y	5.39794	20985
chr1	152492558	152492559	rs4845783	Asthma	Autoimmune_disease	Y	N	Y	Y	5.22185	5388
chr1	152493153	152493154	rs499697	Hair_curl	Quantitative_traits	N	N	Y	Y	10	9126
chr1	152537953	152537954	rs10888501	Response_to_antipsychotic_therapy_olanzapine	Drug_metabolism	N	N	Y	N	6	738
chr1	152550017	152550018	rs4085613	Psoriasis	Autoimmune_disease	Y	N	Y	N	29.1549	2271
chr1	152551275	152551276	rs4112788	Psoriasis	Autoimmune_disease	Y	N	N	NA	9.52288	7353
chr1	153479997	153479998	rs4845552	Hippocampal_atrophy	Aging	N	N	Y	Y	5.22185	381
chr1	153774275	153774276	rs4434872	Conduct_disorder_symptom_count	Neurological_behavioral	N	N	Y	Y	5.09691	3963
chr1	154418878	154418879	rs4537545	C-reactive_protein	Serum_metabolites	Y	N	Y	Y	13.699	17967
chr1	154426263	154426264	rs4129267	Asthma	Autoimmune_disease	Y	N	Y	Y	7.69897	32442
chr1	154426263	154426264	rs4129267	C-reactive_protein	Serum_metabolites	Y	N	Y	Y	47.699	66185
chr1	154426263	154426264	rs4129267	FEF	Kidney_lung_liver	N	N	Y	Y	5.1549	1222
chr1	154426263	154426264	rs4129267	IL6R	Serum_metabolites	N	N	Y	Y	56.699	1200
chr1	154814352	154814353	rs13376333	Atrial_fibrillation	Cardiovascular	Y	N	Y	Y	20.699	14179
chr1	155126947	155126948	rs10908458	Gamma_glutamyl_transferase	Serum_metabolites	N	N	N	NA	14.699	61089
chr1	155868624	155868625	rs2282301	Conduct_disorder_interaction	Neurological_behavioral	N	N	Y	Y	5.1549	2727
chr1	156030036	156030037	rs34372695	Parkinsons_disease	Aging	Y	N	N	NA	11.3979	17352
chr1	156869046	156869047	rs12566888	Platelet_aggregation-ADP	Hematological_parameters	Y	N	Y	Y	15.3979	3991
chr1	156869046	156869047	rs12566888	Platelet_aggregation-epinephrine	Hematological_parameters	Y	N	Y	Y	18.301	3991
chr1	157130565	157130566	rs6427356	ADHD	Neurological_behavioral	N	N	N	NA	5.09691	2814
chr1	157437509	157437510	rs6686423	Renal_sinus_fat	Quantitative_traits	N	N	N	NA	5.09691	2809
chr1	157669277	157669278	rs3761959	Graves_disease	Autoimmune_disease	Y	N	Y	Y	12.699	2958
chr1	157670815	157670816	rs7528684	Type_1_diabetes_autoantibodies	Diabetes	Y	N	Y	Y	11	12501
chr1	158585414	158585415	rs2779116	HbA1C	Serum_metabolites	N	N	N	NA	8.52288	46368
chr1	158612547	158612548	rs857721	Mean_corpuscular_hemoglobin	Hematological_parameters	Y	N	N	NA	10	24167
chr1	158932554	158932555	rs1101999	Asthma	Autoimmune_disease	Y	N	N	NA	8.39794	5388
chr1	159005648	159005649	rs1772408	Rheumatoid_arthritis_celiac_disease	Autoimmune_disease	Y	N	N	NA	6.09691	38053
chr1	159148512	159148513	rs1474747	MCP1	Serum_metabolites	N	N	N	NA	5.52288	1012
chr1	159174682	159174683	rs2814778	Neutrophil_count	Hematological_parameters	N	N	Y	Y	8	115
chr1	159174682	159174683	rs2814778	WBC_count	Hematological_parameters	N	N	Y	Y	54.1549	27846
chr1	159196764	159196765	rs10489849	MCP1	Serum_metabolites	N	N	Y	Y	6	1012
chr1	159272059	159272060	rs2251746	Serum_IgE_levels	Serum_metabolites	Y	Y	Y	N	19.699	1530
chr1	159278250	159278251	rs2494250	MCP1	Serum_metabolites	N	N	N	NA	14	1012
chr1	159326879	159326880	rs4656784	Serum_IgE_levels	Serum_metabolites	Y	N	N	NA	15.699	6819
chr1	159342438	159342439	rs6687840	Plasma_chemerin_levels	Serum_metabolites	N	N	N	NA	5.1549	1354
chr1	159357683	159357684	rs4446959	Plasma_chemerin_levels	Serum_metabolites	N	N	N	NA	5.09691	1354
chr1	159405958	159405959	rs4128725	MCP1	Serum_metabolites	N	N	N	NA	11.3979	1012
chr1	159453936	159453937	rs4133289	Hemoglobin	Hematological_parameters	N	N	N	NA	6.69897	1000
chr1	159647987	159647988	rs12093699	C-reactive_protein	Serum_metabolites	N	N	N	NA	5.22185	1200
chr1	159674932	159674933	rs876537	C-reactive_protein	Serum_metabolites	N	N	Y	N	9	1709
chr1	159678815	159678816	rs2794520	C-reactive_protein	Serum_metabolites	Y	Y	Y	Y	21.5229	4763
chr1	159680867	159680868	rs2808630	Lung_cancer	Cancer	Y	N	Y	Y	5.1549	2291
chr1	159684664	159684665	rs3091244	C-reactive_protein	Serum_metabolites	N	N	N	NA	27.2218	6345
chr1	159685135	159685136	rs3093059	C-reactive_protein	Serum_metabolites	Y	N	N	NA	20.3979	10112
chr1	159698548	159698549	rs7553007	C-reactive_protein	Serum_metabolites	Y	N	Y	Y	43.0969	17967
chr1	159700038	159700039	rs11265260	C-reactive_protein	Serum_metabolites	Y	N	N	NA	5.1549	909
chr1	159710516	159710517	rs11265263	Wheezing_after_influenza_vaccination	Miscellaneous	N	N	N	NA	5.52288	67
chr1	159753182	159753183	rs4233356	Interstitia_lung_disease	Kidney_lung_liver	N	N	Y	Y	5.04576	274
chr1	160421915	160421916	rs16832015	Cognitive_performance-IED	Neurological_behavioral	N	N	Y	Y	5.69897	1295
chr1	160852045	160852046	rs2274910	Crohns_disease	Autoimmune_disease	Y	N	N	NA	9	8059
chr1	161472157	161472158	rs10800309	Ulcerative_colitis	Autoimmune_disease	Y	N	Y	Y	8.52288	9484
chr1	161915500	161915501	rs10918270	Parkinsons_disease_age_of_onset	Aging	Y	N	Y	Y	5.09691	1297
chr1	162014631	162014632	rs2880058	QT_interval	Cardiovascular	N	N	Y	Y	9.69897	2325
chr1	162033889	162033890	rs12143842	QT_interval	Cardiovascular	Y	Y	Y	Y	83	3558
chr1	162085308	162085309	rs1415259	QT_interval	Cardiovascular	Y	N	N	NA	9.1549	6543
chr1	162085684	162085685	rs10494366	QT_interval	Cardiovascular	Y	Y	Y	Y	21.301	12670
chr1	162112909	162112910	rs16857031	QT_interval	Cardiovascular	Y	N	Y	Y	34	13685
chr1	162133116	162133117	rs12029454	QT_interval	Cardiovascular	Y	N	N	NA	44.5229	13685
chr1	162210609	162210610	rs4657178	QT_interval	Cardiovascular	Y	N	Y	Y	32.1549	15842
chr1	164739170	164739171	rs6670655	Height	Quantitative_traits	N	N	Y	Y	5.52288	1792
chr1	165180088	165180089	rs1532815	Acetaminophen_hepatotoxicity	Drug_metabolism	N	N	N	NA	6.22185	176
chr1	165394881	165394882	rs466639	Age_at_menarche	Aging	Y	N	Y	Y	13	87802
chr1	165403902	165403903	rs285480	Bipolar_disorder_personality_ZKPQ-sensation_seeking	Neurological_behavioral	N	N	Y	Y	6.39794	1007
chr1	165409094	165409095	rs10800098	HIV_progression	Viral_disease	N	N	Y	Y	5.39794	2134
chr1	165616587	165616588	rs6686643	Alzheimers_Total_ventricular_volume	Aging	N	N	Y	Y	5.1549	954
chr1	165687204	165687205	rs4656461	Glaucoma	Miscellaneous	Y	N	Y	Y	13.2218	4546
chr1	165831648	165831649	rs4657482	Testicular_cancer	Cancer	Y	N	Y	Y	5.69897	2165
chr1	167156499	167156500	rs9803659	Alanine_aminotransferase	Serum_metabolites	Y	N	Y	Y	5.39794	7751
chr1	167408669	167408670	rs840016	Rheumatoid_arthritis	Autoimmune_disease	Y	N	Y	Y	5.69897	25708
chr1	167411383	167411384	rs864537	Celiac_disease	Autoimmune_disease	Y	N	Y	Y	6.39794	15283
chr1	167411383	167411384	rs864537	Rheumatoid_arthritis_celiac_disease	Autoimmune_disease	Y	N	Y	Y	10.699	38053
chr1	167420424	167420425	rs2056626	Systemic_sclerosis	Autoimmune_disease	Y	Y	Y	Y	8.52288	7467
chr1	167903078	167903079	rs10489202	Schizophrenia	Neurological_behavioral	Y	N	Y	Y	8	10218
chr1	168618640	168618641	rs1412337	Morbidity-free_survival	Aging	N	N	N	NA	8.69897	1345
chr1	169099482	169099483	rs10919071	QT_interval	Cardiovascular	Y	N	N	NA	15	15842
chr1	169135126	169135127	rs16861990	Fibrin-D-dimer_levels	Serum_metabolites	N	N	N	NA	5.69897	21052
chr1	169477573	169477574	rs6687813	Fibrin-D-dimer_levels	Serum_metabolites	N	N	Y	Y	13.699	21052
chr1	169514005	169514006	rs1018827	Venous_thromboembolism	Cardiovascular	N	N	N	NA	25.699	2652
chr1	169580289	169580290	rs2235302	P-selectin	Serum_metabolites	N	N	Y	Y	15.3979	9813
chr1	169608916	169608917	rs1569476	Alzheimers_Total_ventricular_volume	Aging	N	N	Y	N	6.52288	954
chr1	169676485	169676486	rs1131498	Amyotrophic_lateral_sclerosis	Aging	Y	N	Y	N	5.39794	4079
chr1	169995801	169995802	rs1541160	Amyotrophic_lateral_sclerosis-survival	Aging	Y	N	N	NA	7.69897	4079
chr1	171261192	171261193	rs6660565	Sudden_cardiac_arrest	Cardiovascular	N	N	N	NA	5.69897	609
chr1	171949749	171949750	rs10914144	Mean_platelet_volume	Hematological_parameters	Y	Y	N	NA	13.699	4627
chr1	171949749	171949750	rs10914144	Platelet_count	Hematological_parameters	N	N	N	NA	11.699	48666
chr1	172189888	172189889	rs678962	Height	Quantitative_traits	Y	N	Y	Y	7.52288	30968
chr1	172346547	172346548	rs1011731	Waist-hip_ratio	Quantitative_traits	Y	N	N	NA	17	77167
chr1	172710999	172711000	rs859637	Celiac_disease	Autoimmune_disease	Y	N	N	NA	5.69897	15283
chr1	172862233	172862234	rs9286879	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	8.69897	8059
chr1	172898376	172898377	rs12035082	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	6.69897	4686
chr1	173191474	173191475	rs2205960	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	Y	N	31.5229	2252
chr1	173301515	173301516	rs1342038	Diabetic_retinopathy	Diabetes	N	N	Y	Y	5.39794	2829
chr1	173309712	173309713	rs10798269	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	N	NA	7	3057
chr1	175120078	175120079	rs6701037	Alcohol_dependence	Neurological_behavioral	Y	N	Y	Y	6.69897	2699
chr1	175296447	175296448	rs3766680	Tonometry	Cardiovascular	N	N	N	NA	5.39794	1327
chr1	177852579	177852580	rs633715	Age_at_menarche	Aging	Y	N	N	NA	7.69897	87802
chr1	177889479	177889480	rs543874	BMI	Quantitative_traits	Y	N	Y	Y	22.3979	123865
chr1	177913518	177913519	rs10913469	BMI	Quantitative_traits	Y	N	Y	Y	7.22185	80969
chr1	177913518	177913519	rs10913469	Weight	Quantitative_traits	Y	N	Y	Y	8	80969
chr1	179071755	179071756	rs1325195	IgE_grass_sensitization	Autoimmune_disease	N	N	N	NA	5.30103	12347
chr1	179469313	179469314	rs12047808	Multiple_sclerosis	Autoimmune_disease	N	N	N	NA	5.22185	1861
chr1	180962281	180962282	rs1411478	Progressive_supranuclear_palsy	Aging	Y	N	N	NA	10.3979	4401
chr1	183170947	183170948	rs1028771	HDL_cholesterol	Serum_metabolites	Y	N	N	NA	5.39794	8090
chr1	183176429	183176430	rs525410	Systemic_lupus_erythematosus	Autoimmune_disease	N	N	Y	N	6.22185	6530
chr1	183837031	183837032	rs4651156	Response_to_antidepressants-nortryptyline	Drug_metabolism	N	N	N	NA	5.52288	706
chr1	183852913	183852914	rs10797919	ADHD	Neurological_behavioral	N	N	Y	Y	5.04576	2814
chr1	184002873	184002874	rs756199	Height	Quantitative_traits	N	N	Y	Y	5.1549	19633
chr1	186632316	186632317	rs10911902	Schizophrenia	Neurological_behavioral	N	N	Y	Y	5.69897	1471
chr1	186725002	186725003	rs4140564	Knee_osteoarthritis	Aging	Y	N	N	NA	5.52288	642
chr1	189723622	189723623	rs10737562	Systemic_lupus_erythematosus	Autoimmune_disease	N	N	Y	N	5.1549	6530
chr1	189861403	189861404	rs1400544	common_carotid_intimal_medial_thickness	Cardiovascular	N	N	N	NA	5.22185	984
chr1	190066385	190066386	rs1935881	Echocardiographic_traits-LAD	Cardiovascular	N	N	N	NA	5.22185	1238
chr1	190841672	190841673	rs2053302	Response_to_statin_therapy-NeckZ1	Drug_metabolism	N	N	N	NA	5.39794	3928
chr1	191559355	191559356	rs10801047	Crohns_disease	Autoimmune_disease	Y	N	N	NA	7.52288	4686
chr1	192536812	192536813	rs2816316	Celiac_disease	Autoimmune_disease	Y	Y	Y	Y	16.699	15283
chr1	193921547	193921548	rs606149	Major_depressive_disorder	Neurological_behavioral	Y	N	Y	Y	5.52288	3230
chr1	195531422	195531423	rs1890645	Neonatal_lupus	Autoimmune_disease	N	N	N	NA	5.39794	3467
chr1	195914272	195914273	rs7517337	Alzheimers_Total_ventricular_volume	Aging	N	N	N	NA	5.69897	954
chr1	196042661	196042662	rs7512769	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	N	NA	5.69897	4234
chr1	196646175	196646176	rs1329424	Age-related_macular_degeneration	Aging	Y	N	N	NA	15.2218	5837
chr1	196679454	196679455	rs10737680	Age-related_macular_degeneration	Aging	Y	N	Y	Y	75.699	5837
chr1	196686917	196686918	rs6677604	IgA_nepropathy	Kidney_lung_liver	Y	N	N	NA	9.52288	2096
chr1	196696932	196696933	rs1410996	Age-related_macular_degeneration	Aging	Y	N	N	NA	110.699	2688
chr1	196701050	196701051	rs380390	Age-related_macular_degeneration	Aging	N	N	N	NA	7.39794	146
chr1	196702809	196702810	rs1329428	Age-related_macular_degeneration	Aging	Y	N	Y	Y	63.5229	872
chr1	196760416	196760417	rs426736	Meningococcal_disease	Parasitic_bacterial_disease	Y	N	N	NA	12.301	5178
chr1	196844592	196844593	rs6428370	Acute_lymphoblastic_leukemia_childhood	Cancer	N	N	N	NA	5.1549	18275
chr1	197325907	197325908	rs2786098	Asthma	Autoimmune_disease	Y	N	Y	Y	12.699	2781
chr1	197727641	197727642	rs1998598	Crohns_disease	Autoimmune_disease	Y	N	N	NA	8.04576	21389
chr1	197781197	197781198	rs12134279	Primary_biliary_cirrhosis	Autoimmune_disease	Y	N	Y	Y	13.699	7003
chr1	198595505	198595506	rs12127588	Mean_corpuscular_hemoglobin	Hematological_parameters	N	N	N	NA	9.1549	14700
chr1	199356515	199356516	rs16844716	Dialysis-related_mortality	Miscellaneous	N	N	Y	Y	5.04576	612
chr1	200007431	200007432	rs3790844	Pancreatic_cancer	Cancer	N	N	Y	Y	9.69897	7785
chr1	200672905	200672906	rs7512898	PR_segment	Cardiovascular	N	N	N	NA	5.30103	1262
chr1	200826768	200826769	rs2292096	Epilepsy	Neurological_behavioral	Y	N	N	NA	8	3451
chr1	200877561	200877562	rs7554511	Ulcerative_colitis	Autoimmune_disease	Y	Y	Y	Y	6	7778
chr1	200892136	200892137	rs296547	Celiac_disease	Autoimmune_disease	Y	N	Y	N	8.39794	15283
chr1	200935865	200935866	rs11584383	Crohns_disease	Autoimmune_disease	Y	N	N	NA	11	8059
chr1	200935865	200935866	rs11584383	Ulcerative_colitis	Autoimmune_disease	Y	N	N	NA	6.69897	9484
chr1	200960306	200960307	rs2297909	Ankylosing_spondylitis	Autoimmune_disease	Y	N	Y	Y	11.301	11802
chr1	201081942	201081943	rs2281845	Primary_tooth_development_time_to_first_tooth_eruption	Quantitative_traits	Y	N	Y	Y	16.0969	5088
chr1	201262431	201262432	rs860554	Panic_disorder	Neurological_behavioral	N	N	N	NA	7.30103	400
chr1	201952573	201952574	rs4950806	Serum_butyrylcholinesterase	Serum_metabolites	Y	N	Y	Y	15.0458	6421
chr1	203155881	203155882	rs4950928	YKL-40_levels	Serum_metabolites	Y	N	Y	Y	13	632
chr1	204112983	204112984	rs3795578	Acetaminophen_hepatotoxicity	Drug_metabolism	N	N	Y	Y	5.1549	176
chr1	204572070	204572071	rs12143943	Cognitive_performance-PAL8	Neurological_behavioral	N	N	N	NA	5.30103	1295
chr1	205235989	205235990	rs1668873	Mean_platelet_volume	Hematological_parameters	Y	N	Y	Y	20	4627
chr1	205237136	205237137	rs1668871	Platelet_count	Hematological_parameters	N	N	Y	Y	13.5229	48666
chr1	205244952	205244953	rs1172130	Mean_platelet_volume	Hematological_parameters	N	N	Y	Y	26.3979	18600
chr1	205676262	205676263	rs12748961	Basophil_count	Hematological_parameters	Y	N	Y	Y	7.39794	8794
chr1	205713377	205713378	rs823128	Parkinsons_disease	Aging	Y	N	Y	Y	7.1549	5691
chr1	205752664	205752665	rs947211	Parkinsons_disease	Aging	Y	N	Y	Y	11.699	3509
chr1	205764639	205764640	rs823156	Parkinsons_disease	Aging	N	N	N	NA	7	33050
chr1	205896234	205896235	rs11240594	Response_to_antipsychotic_therapy-survival	Drug_metabolism	N	N	N	NA	7	738
chr1	206939903	206939904	rs3024505	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	13.699	21389
chr1	206939903	206939904	rs3024505	Type_1_diabetes	Diabetes	Y	N	Y	Y	8.69897	16559
chr1	206939903	206939904	rs3024505	Type_1_diabetes_autoantibodies	Diabetes	Y	N	Y	Y	9.30103	12501
chr1	206939903	206939904	rs3024505	Ulcerative_colitis	Autoimmune_disease	Y	Y	Y	Y	12	1944
chr1	206943967	206943968	rs3024493	Ulcerative_colitis	Autoimmune_disease	Y	Y	Y	Y	12	2746
chr1	206944644	206944645	rs1518111	Behcets_disease	Autoimmune_disease	Y	N	Y	Y	17.3979	2493
chr1	206946633	206946634	rs1800871	Behcets_disease	Autoimmune_disease	Y	N	Y	Y	14	1348
chr1	207269857	207269858	rs3813948	Plasma_C4b_binding_protein_levels	Serum_metabolites	N	N	Y	Y	9.39794	352
chr1	207652175	207652176	rs17045328	Type_2_diabetes	Diabetes	N	N	N	NA	5.1549	8135
chr1	207784967	207784968	rs3818361	Alzheimers_disease	Aging	Y	N	N	NA	13.3979	20373
chr1	207786288	207786289	rs6701713	Alzheimers_disease_late_onset	Aging	Y	N	Y	Y	9.30103	15675
chr1	207803594	207803595	rs12034383	Erythrocyte_sedimentation_rate	Hematological_parameters	Y	N	Y	N	27.699	1979
chr1	207872289	207872290	rs7527798	Erythrocyte_sedimentation_rate	Hematological_parameters	Y	N	Y	Y	8.69897	1979
chr1	207875174	207875175	rs4844614	LDL_cholesterol	Serum_metabolites	N	N	N	NA	6.69897	4763
chr1	208024819	208024820	rs12731740	RR_interval	Cardiovascular	Y	N	N	NA	8.52288	8842
chr1	208128721	208128722	rs2745967	RR_interval	Cardiovascular	N	N	Y	Y	7.1549	38991
chr1	208757585	208757586	rs17259784	Cardiac_hypertrophy	Cardiovascular	N	N	Y	Y	5.22185	851
chr1	209727256	209727257	rs12130212	Obesity_extreme	Quantitative_traits	Y	N	Y	Y	5.69897	5373
chr1	209988046	209988047	rs10863790	Cleft_lip	Miscellaneous	Y	N	Y	Y	14	5589
chr1	209989269	209989270	rs642961	Nonsyndromic_cleft_lip_with_or_without_cleft_palate	Miscellaneous	Y	N	Y	Y	5.69897	607
chr1	211700657	211700658	rs7526425	Hypertension	Cardiovascular	Y	N	N	NA	6	8090
chr1	213855587	213855588	rs17706439	RR_interval	Cardiovascular	N	N	N	NA	5.52288	2325
chr1	214159255	214159256	rs340874	Fasting_plasma_glucose	Serum_metabolites	Y	N	Y	Y	11.1549	46186
chr1	214159255	214159256	rs340874	Insulin_resistance	Serum_metabolites	Y	N	Y	Y	5.30103	46186
chr1	216716536	216716537	rs12757165	Cardiac_hypertrophy	Cardiovascular	N	N	Y	N	7	851
chr1	217058478	217058479	rs1436900	Optic_disc_size_cup	Quantitative_traits	N	N	Y	Y	5.1549	2216
chr1	217527023	217527024	rs1497828	Dialysis-related_mortality	Miscellaneous	N	N	N	NA	5.39794	612
chr1	218705813	218705814	rs1018040	ADHD	Neurological_behavioral	N	N	N	NA	5.30103	2727
chr1	218705813	218705814	rs1018040	ADHD-Hyperactive-impulsive_symptoms	Neurological_behavioral	N	N	N	NA	5.09691	2727
chr1	218860067	218860068	rs993925	FEV1/FVC	Kidney_lung_liver	Y	N	Y	Y	8	48201
chr1	219644223	219644224	rs2605100	Adiposity	Quantitative_traits	Y	N	N	NA	7.52288	38580
chr1	219750716	219750717	rs4846567	Waist-hip_ratio	Quantitative_traits	Y	N	Y	Y	32.301	77167
chr1	220914919	220914920	rs337161	Response_to_antipsychotic_therapy_extrapyramidal_side_effects	Drug_metabolism	N	N	N	NA	5.52288	738
chr1	220929355	220929356	rs1494373	Response_to_antipsychotic_therapy_extrapyramidal_side_effects	Drug_metabolism	N	N	N	NA	5.22185	738
chr1	220977332	220977333	rs6693017	Monocyte_early_outgrowth_colony_forming_units	Hematological_parameters	N	N	Y	Y	6.52288	1654
chr1	221010204	221010205	rs12073837	F-cell_distribution	Hematological_parameters	N	N	N	NA	5.69897	440
chr1	221028507	221028508	rs11118620	Heart_failure	Cardiovascular	N	N	N	NA	5.1549	23821
chr1	221551538	221551539	rs12733856	Heart_failure_motality-AA	Cardiovascular	N	N	N	NA	5.52288	2992
chr1	221617075	221617076	rs12032381	Dupuytrens_disease	Miscellaneous	N	N	N	NA	5.22185	71
chr1	222045445	222045446	rs6691170	Colorectal_cancer	Cancer	Y	N	N	NA	9	7962
chr1	222164947	222164948	rs6687758	Colorectal_cancer	Cancer	Y	N	Y	Y	8.69897	7962
chr1	222164947	222164948	rs6687758	Progressive_supranuclear_palsy	Aging	Y	N	Y	Y	7.22185	4401
chr1	222271766	222271767	rs873549	Keloid	Miscellaneous	Y	N	Y	Y	22.2218	1084
chr1	222823528	222823529	rs17465637	Coronary_heart_disease	Cardiovascular	Y	Y	N	NA	6	4864
chr1	222823528	222823529	rs17465637	Myocardial_infarction	Cardiovascular	Y	N	N	NA	9	6042
chr1	224538939	224538940	rs11579964	Major_depressive_disorder	Neurological_behavioral	Y	N	N	NA	5.39794	6104
chr1	226564690	226564691	rs3219090	Melanoma	Cancer	Y	N	N	NA	7.04576	6555
chr1	227797949	227797950	rs1390401	Height	Quantitative_traits	Y	N	N	NA	8.30103	13665
chr1	228996621	228996622	rs801112	Endometriosis	Miscellaneous	N	N	Y	Y	5.30103	1521
chr1	228997834	228997835	rs801114	Basal_cell_carcinoma	Cancer	Y	N	Y	Y	11.2218	34047
chr1	230294915	230294916	rs2144300	HDL_cholesterol	Serum_metabolites	Y	N	Y	Y	13.5229	8656
chr1	230294915	230294916	rs2144300	Triglycerides	Serum_metabolites	Y	N	Y	Y	6.09691	8684
chr1	230295690	230295691	rs4846914	HDL_cholesterol	Serum_metabolites	Y	Y	Y	Y	12.699	2758
chr1	230295690	230295691	rs4846914	Triglycerides	Serum_metabolites	Y	N	Y	Y	14.1549	2758
chr1	230304987	230304988	rs10489615	HDL_cholesterol	Serum_metabolites	Y	N	Y	N	8.39794	17243
chr1	230674825	230674826	rs701157	ADHD	Neurological_behavioral	N	N	N	NA	5.39794	2814
chr1	231816841	231816842	rs12042938	DISC1	Neurological_behavioral	N	N	Y	Y	35.3979	857
chr1	231844346	231844347	rs12044355	Alzheimers_disease	Aging	Y	N	N	NA	5.04576	988
chr1	231899703	231899704	rs2793086	Response_to_CLL_treatment	Drug_metabolism	Y	N	Y	Y	5.04576	356
chr1	232155150	232155151	rs16856202	Amyotrophic_lateral_sclerosis-susceptibilty	Aging	Y	N	Y	Y	5.09691	4079
